Cognitive Challenge Family Name,Individual Cognitive Challenge Short Name,Individual Cognitive Challenge Long Name,Technology Name,Linked 0/1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Accounting for megacity requirements,Operations in complex future cities ('megacity' considerations).,Augmented reality glasses,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Accounting for megacity requirements,Operations in complex future cities ('megacity' considerations).,Audio indicators,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Touchscreens,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Touch-interactive large objects,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Gesture and movement sensors,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Handheld controllers,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Keyboard and text input devices,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Drawing or writing implements,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Image recognition cameras,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Eye tracking equipment,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Physiological monitors,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Physical virtual reality control interfaces,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Smart clothing and other wearables,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Telepresence equipment,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Speech-based interfaces,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Vehicle controls,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Robot Controller Interfaces,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Exoskeletons,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Body-integrated interfaces,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Smart home devices,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Rapid 3D modelling,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Haptic feedback equipment,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Physical/tactile displays,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Visual/light indicators,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,2D visual displays,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,3D visual displays,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Virtual reality headsets,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Augmented reality glasses,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Contested littoral operations,Littoral operations carried out in complex contested spaces.,Audio indicators,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Touchscreens,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Touch-interactive large objects,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Gesture and movement sensors,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Handheld controllers,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Keyboard and text input devices,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Drawing or writing implements,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Image recognition cameras,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Eye tracking equipment,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Physiological monitors,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Physical virtual reality control interfaces,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Smart clothing and other wearables,1,,,,,,,,,,,,,,,
"3. Operate in complex, cluttered and contested environments",Managing complex space environment,Foreseeable need for future space operations (includes both deconfliction and also management of orbital capacity / bandwidth).,Telepresence equipment,1,,,,,,,,,,,,,,,
